,Market_Name,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Price_Date
11642,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-16
11643,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-17
11644,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-18
11645,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-19
11646,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-20
11647,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-21
11648,Bangalore,Wheat,Local,FAQ,,,2914.633555895119,2015-11-22
11649,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-23
11650,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-24
11651,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-25
11652,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-26
11653,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-27
11654,Bangalore,Wheat,Local,FAQ,,,2886.5942573841185,2015-11-28
11655,Bangalore,Wheat,Local,FAQ,,,2886.345735469279,2015-11-29
11656,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-11-30
11657,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-01
11658,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-02
11659,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-03
11660,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-04
11661,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-05
11662,Bangalore,Wheat,Local,FAQ,,,2895.4465264901582,2015-12-06
11663,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-07
11664,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-08
11665,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-09
11666,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-10
11667,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-11
11668,Bangalore,Wheat,Local,FAQ,,,2899.9905530662863,2015-12-12
11669,Bangalore,Wheat,Local,FAQ,,,2900.1617257135867,2015-12-13
11670,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-14
11671,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-15
11672,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-16
11673,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-17
11674,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-18
11675,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-19
11676,Bangalore,Wheat,Local,FAQ,,,2900.0007852816334,2015-12-20
11677,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-21
11678,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-22
11679,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-23
11680,Bangalore,Wheat,Local,FAQ,,,2899.9974611121697,2015-12-24
11681,Bangalore,Wheat,Local,FAQ,,,2899.998740636082,2015-12-25
11682,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-26
11683,Bangalore,Wheat,Local,FAQ,,,2900.0004244949,2015-12-27
11684,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-28
11685,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-29
11686,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-30
11687,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2015-12-31
11688,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-01
11689,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-02
11690,Bangalore,Wheat,Local,FAQ,,,2899.9977466996547,2016-01-03
11691,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-04
11692,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-05
11693,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-06
11694,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-07
11695,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-08
11696,Bangalore,Wheat,Local,FAQ,,,2900.005345939652,2016-01-09
11697,Bangalore,Wheat,Local,FAQ,,,2899.997465548399,2016-01-10
11698,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-11
11699,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-12
11700,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-13
11701,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-14
11702,Bangalore,Wheat,Local,FAQ,,,2900.1679655454654,2016-01-15
11703,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-16
11704,Bangalore,Wheat,Local,FAQ,,,2899.8218916241826,2016-01-17
11705,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-18
11706,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-19
11707,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-20
11708,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-21
11709,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-22
11710,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-23
11711,Bangalore,Wheat,Local,FAQ,,,2899.5398603600065,2016-01-24
11712,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-01-25
11713,Bangalore,Wheat,Local,FAQ,,,2902.8405364832743,2016-01-26
11714,Bangalore,Wheat,Local,FAQ,,,2909.4896596259464,2016-01-27
11715,Bangalore,Wheat,Local,FAQ,,,2919.956076479081,2016-01-28
11716,Bangalore,Wheat,Local,FAQ,,,2934.239787042679,2016-01-29
11717,Bangalore,Wheat,Local,FAQ,,,2952.3407913167403,2016-01-30
11718,Bangalore,Wheat,Local,FAQ,,,2974.259089301265,2016-01-31
11719,Bangalore,Wheat,Local,FAQ,2800.0,3200.0,3000.0,2016-02-01
11720,Bangalore,Wheat,Local,FAQ,,,3020.7286854732756,2016-02-02
11721,Bangalore,Wheat,Local,FAQ,,,3027.642221803907,2016-02-03
11722,Bangalore,Wheat,Local,FAQ,,,3020.7352899881466,2016-02-04
11723,Bangalore,Wheat,Local,FAQ,2800.0,3200.0,3000.0,2016-02-05
11724,Bangalore,Wheat,Local,FAQ,,,2981.579929764322,2016-02-06
11725,Bangalore,Wheat,Local,FAQ,,,2981.5713170500044,2016-02-07
11726,Bangalore,Wheat,Local,FAQ,2800.0,3200.0,3000.0,2016-02-08
11727,Bangalore,Wheat,Local,FAQ,2800.0,3200.0,3000.0,2016-02-09
11728,Bangalore,Wheat,Local,FAQ,,,2981.6491081937834,2016-02-10
11729,Bangalore,Wheat,Local,FAQ,,,2981.640179256832,2016-02-11
11730,Bangalore,Wheat,Local,FAQ,2800.0,3200.0,3000.0,2016-02-12
11731,Bangalore,Wheat,Local,FAQ,,,3007.236833113332,2016-02-13
11732,Bangalore,Wheat,Local,FAQ,,,2973.9122807829435,2016-02-14
11733,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-15
11734,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-16
11735,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-17
11736,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-18
11737,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-19
11738,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-20
11739,Bangalore,Wheat,Local,FAQ,,,2946.8592375710587,2016-02-21
11740,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-22
11741,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-02-23
11742,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-02-24
11743,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-02-25
11744,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-02-26
11745,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-02-27
11746,Bangalore,Wheat,Local,FAQ,,,2946.716323956794,2016-02-28
11747,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-02-29
11748,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-03-01
11749,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-03-02
11750,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-03-03
11751,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-03-04
11752,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-03-05
11753,Bangalore,Wheat,Local,FAQ,,,2995.6897008179485,2016-03-06
11754,Bangalore,Wheat,Local,FAQ,,,2995.6833884340817,2016-03-07
11755,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-03-08
11756,Bangalore,Wheat,Local,FAQ,2200.0,3200.0,2700.0,2016-03-09
11757,Bangalore,Wheat,Local,FAQ,2200.0,3200.0,2700.0,2016-03-10
11758,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-11
11759,Bangalore,Wheat,Local,FAQ,,,2995.827387572632,2016-03-12
11760,Bangalore,Wheat,Local,FAQ,,,2995.817990330376,2016-03-13
11761,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-14
11762,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-15
11763,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-16
11764,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-17
11765,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-18
11766,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-19
11767,Bangalore,Wheat,Local,FAQ,,,2947.172533515073,2016-03-20
11768,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-21
11769,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-22
11770,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-23
11771,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-24
11772,Bangalore,Wheat,Local,FAQ,,,2947.4651876118082,2016-03-25
11773,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-26
11774,Bangalore,Wheat,Local,FAQ,,,2652.5150066804913,2016-03-27
11775,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-28
11776,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-29
11777,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-30
11778,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-03-31
11779,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-01
11780,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-02
11781,Bangalore,Wheat,Local,FAQ,,,2651.855362822236,2016-04-03
11782,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-04
11783,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-05
11784,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-06
11785,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-07
11786,Bangalore,Wheat,Local,FAQ,,,2526.9818410065823,2016-04-08
11787,Bangalore,Wheat,Local,FAQ,,,2402.6822003756024,2016-04-09
11788,Bangalore,Wheat,Local,FAQ,,,2527.0422520834936,2016-04-10
11789,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-11
11790,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-12
11791,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-13
11792,Bangalore,Wheat,Local,FAQ,,,3149.0610602560514,2016-04-14
11793,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-15
11794,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-16
11795,Bangalore,Wheat,Local,FAQ,,,3149.3257107857216,2016-04-17
11796,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-18
11797,Bangalore,Wheat,Local,FAQ,,,2567.511027639535,2016-04-19
11798,Bangalore,Wheat,Local,FAQ,,,2567.554235956408,2016-04-20
11799,Bangalore,Wheat,Local,FAQ,2600.0,3200.0,2900.0,2016-04-21
11800,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-04-22
11801,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-04-23
11802,Bangalore,Wheat,Local,FAQ,,,3149.862882837306,2016-04-24
11803,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-04-25
11804,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-04-26
11805,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-04-27
11806,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-04-28
11807,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-04-29
11808,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-04-30
11809,Bangalore,Wheat,Local,FAQ,,,3151.501146532291,2016-05-01
11810,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-02
11811,Bangalore,Wheat,Local,FAQ,,,2448.4300424776147,2016-05-03
11812,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-04
11813,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-05
11814,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-06
11815,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-07
11816,Bangalore,Wheat,Local,FAQ,,,2329.5853990518576,2016-05-08
11817,Bangalore,Wheat,Local,FAQ,,,2329.679856484776,2016-05-09
11818,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-10
11819,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-11
11820,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-12
11821,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-13
11822,Bangalore,Wheat,Local,FAQ,,,2327.8387302929705,2016-05-14
11823,Bangalore,Wheat,Local,FAQ,,,2327.945131034562,2016-05-15
11824,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-16
11825,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-17
11826,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-18
11827,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-19
11828,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-20
11829,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-21
11830,Bangalore,Wheat,Local,FAQ,,,2443.2876563968243,2016-05-22
11831,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-23
11832,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-24
11833,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-05-25
11834,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-05-26
11835,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-05-27
11836,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-28
11837,Bangalore,Wheat,Local,FAQ,,,2352.5878722927864,2016-05-29
11838,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-05-30
11839,Bangalore,Wheat,Local,FAQ,2500.0,3100.0,2800.0,2016-05-31
11840,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2580.0,2016-06-01
11841,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-02
11842,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-03
11843,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-04
11844,Bangalore,Wheat,Local,FAQ,,,2801.367140298002,2016-06-05
11845,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-06
11846,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-07
11847,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-08
11848,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-09
11849,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-10
11850,Bangalore,Wheat,Local,FAQ,,,2918.9393847803613,2016-06-11
11851,Bangalore,Wheat,Local,FAQ,,,2918.771340831586,2016-06-12
11852,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-13
11853,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-14
11854,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-06-15
11855,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-16
11856,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-17
11857,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-18
11858,Bangalore,Wheat,Local,FAQ,,,2805.453157646959,2016-06-19
11859,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-20
11860,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-21
11861,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-22
11862,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-23
11863,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-24
11864,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-25
11865,Bangalore,Wheat,Local,FAQ,,,2809.371125827158,2016-06-26
11866,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-06-27
11867,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-06-28
11868,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-06-29
11869,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-06-30
11870,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-01
11871,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-02
11872,Bangalore,Wheat,Local,FAQ,,,2713.274824655749,2016-07-03
11873,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-04
11874,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-05
11875,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-06
11876,Bangalore,Wheat,Local,FAQ,,,2785.0900239030407,2016-07-07
11877,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-08
11878,Bangalore,Wheat,Local,FAQ,,,2703.3874487097646,2016-07-09
11879,Bangalore,Wheat,Local,FAQ,,,2703.251659083696,2016-07-10
11880,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-11
11881,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-12
11882,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-13
11883,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-14
11884,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-15
11885,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-16
11886,Bangalore,Wheat,Local,FAQ,,,2718.75445776058,2016-07-17
11887,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-18
11888,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-19
11889,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-20
11890,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-21
11891,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-22
11892,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-23
11893,Bangalore,Wheat,Local,FAQ,,,2722.5452336864837,2016-07-24
11894,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-25
11895,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-26
11896,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-27
11897,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-28
11898,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-29
11899,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-07-30
11900,Bangalore,Wheat,Local,FAQ,,,2726.2980452403353,2016-07-31
11901,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-01
11902,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-02
11903,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-03
11904,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-04
11905,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-05
11906,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-06
11907,Bangalore,Wheat,Local,FAQ,,,2730.0180098295878,2016-08-07
11908,Bangalore,Wheat,Local,FAQ,2400.0,3100.0,2750.0,2016-08-08
11909,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-09
11910,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-10
11911,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-11
11912,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-12
11913,Bangalore,Wheat,Local,FAQ,,,2725.5370345106458,2016-08-13
11914,Bangalore,Wheat,Local,FAQ,,,2684.2026741701243,2016-08-14
11915,Bangalore,Wheat,Local,FAQ,,,2725.7672409615616,2016-08-15
11916,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-16
11917,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-17
11918,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-18
11919,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-19
11920,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-20
11921,Bangalore,Wheat,Local,FAQ,,,2935.8451163601985,2016-08-21
11922,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-22
11923,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-23
11924,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-24
11925,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-25
11926,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-26
11927,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-27
11928,Bangalore,Wheat,Local,FAQ,,,2939.7707100965836,2016-08-28
11929,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-29
11930,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-30
11931,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-08-31
11932,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-01
11933,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-02
11934,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-03
11935,Bangalore,Wheat,Local,FAQ,,,2975.056815722447,2016-09-04
11936,Bangalore,Wheat,Local,FAQ,,,2974.8785750484276,2016-09-05
11937,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-06
11938,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-07
11939,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-08
11940,Bangalore,Wheat,Local,FAQ,,,2707.057900545243,2016-09-09
11941,Bangalore,Wheat,Local,FAQ,,,2659.562348014401,2016-09-10
11942,Bangalore,Wheat,Local,FAQ,,,2707.260451922388,2016-09-11
11943,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-12
11944,Bangalore,Wheat,Local,FAQ,,,2945.2821331184373,2016-09-13
11945,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-14
11946,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-15
11947,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-16
11948,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-17
11949,Bangalore,Wheat,Local,FAQ,,,2947.8819861670836,2016-09-18
11950,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-19
11951,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-20
11952,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2850.0,2016-09-21
11953,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-09-22
11954,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-09-23
11955,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-09-24
11956,Bangalore,Wheat,Local,FAQ,,,2952.193118730663,2016-09-25
11957,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-09-26
11958,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-09-27
11959,Bangalore,Wheat,Local,FAQ,2500.0,3200.0,2850.0,2016-09-28
11960,Bangalore,Wheat,Local,FAQ,,,2705.7767856844,2016-09-29
11961,Bangalore,Wheat,Local,FAQ,,,2689.2662088669167,2016-09-30
11962,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-10-01
11963,Bangalore,Wheat,Local,FAQ,,,2887.367250069091,2016-10-02
11964,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-10-03
11965,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-10-04
11966,Bangalore,Wheat,Local,FAQ,2400.0,3200.0,2800.0,2016-10-05
